42.7%, 22+ Ax K2s+ K6o+ Q4s+ Q8o+ J6s+ J9o+ T7s+ T9o 97s+ 86s+ 76s 65s
42.7%, 22+ Ax K2s+ K6o+ Q4s+ Q8o+ J6s+ J9o+ T7s+ T9o 97s+ 86s+ 76s 65s
42.7%, 22+ Ax K2s+ K6o+ Q4s+ Q8o+ J6s+ J9o+ T7s+ T9o 97s+ 86s+ 76s 65s
42.7%, 22+ Ax K2s+ K6o+ Q4s+ Q8o+ J6s+ J9o+ T7s+ T9o 97s+ 86s+ 76s 65s
42.7%, 22+ Ax K2s+ K6o+ Q4s+ Q8o+ J6s+ J9o+ T7s+ T9o 97s+ 86s+ 76s 65s
44.5%, 22+ Ax K2s+ K6o+ Q3s+ Q8o+ J6s+ J8o+ T6s+ T9o 96s+ 86s+ 76s
41.2%, 22+ Ax K2s+ K7o+ Q4s+ Q9o+ J7s+ J9o+ T7s+ T9o 97s+ 86s+ 76s 65s 54s
40.0%, 22+ Ax K2s+ K7o+ Q5s+ Q9o+ J7s+ J9o+ T7s+ T9o 97s+ 87s 76s
62.6%, 22+ Kx+ Q2s+ Q5o+ J2s+ J7o+ T3s+ T7o+ 95s+ 97o+ 84s+ 87o 74s+ 76o 64s+ 53s+ 43s
100.0%, Any two
44.5%, 22+ Ax K2s+ K6o+ Q3s+ Q8o+ J6s+ J8o+ T6s+ T9o 96s+ 86s+ 76s
44.5%, 22+ Ax K2s+ K6o+ Q3s+ Q8o+ J6s+ J8o+ T6s+ T9o 96s+ 86s+ 76s
44.5%, 22+ Ax K2s+ K6o+ Q3s+ Q8o+ J6s+ J8o+ T6s+ T9o 96s+ 86s+ 76s
44.5%, 22+ Ax K2s+ K6o+ Q3s+ Q8o+ J6s+ J8o+ T6s+ T9o 96s+ 86s+ 76s
48.4%, 22+ Ax K2s+ K4o+ Q3s+ Q8o+ J5s+ J8o+ T6s+ T8o+ 96s+ 98o 86s+ 76s
42.6%, 22+ Ax K2s+ K6o+ Q4s+ Q8o+ J7s+ J9o+ T7s+ T9o 97s+ 86s+ 76s 65s
64.1%, 22+ Kx+ Q2s+ Q4o+ J2s+ J7o+ T2s+ T7o+ 95s+ 97o+ 84s+ 87o 74s+ 76o 63s+ 53s+ 43s
100.0%, Any two
48.4%, 22+ Ax K2s+ K4o+ Q3s+ Q8o+ J5s+ J8o+ T6s+ T8o+ 96s+ 98o 86s+ 76s
48.4%, 22+ Ax K2s+ K4o+ Q3s+ Q8o+ J5s+ J8o+ T6s+ T8o+ 96s+ 98o 86s+ 76s
48.4%, 22+ Ax K2s+ K4o+ Q3s+ Q8o+ J5s+ J8o+ T6s+ T8o+ 96s+ 98o 86s+ 76s
54.4%, 22+ Kx+ Q2s+ Q5o+ J4s+ J7o+ T6s+ T8o+ 96s+ 98o 86s+ 76s
65.3%, 22+ Kx+ Q2s+ Q4o+ J2s+ J7o+ T2s+ T7o+ 94s+ 97o+ 84s+ 86o+ 74s+ 76o 63s+ 53s+ 43s
100.0%, Any two
54.4%, 22+ Kx+ Q2s+ Q5o+ J4s+ J7o+ T6s+ T8o+ 96s+ 98o 86s+ 76s
54.4%, 22+ Kx+ Q2s+ Q5o+ J4s+ J7o+ T6s+ T8o+ 96s+ 98o 86s+ 76s
89.4%, 22+ 9x+ 82s+ 84o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 43s
100.0%, Any two
89.4%, 22+ 9x+ 82s+ 84o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 43s
75.6%, 22+ Qx+ J2s+ J4o+ T2s+ T6o+ 92s+ 96o+ 82s+ 86o+ 73s+ 75o+ 63s+ 65o 52s+ 42s+
76.5%, 22+ Qx+ J2s+ J4o+ T2s+ T6o+ 92s+ 96o+ 82s+ 86o+ 73s+ 75o+ 63s+ 65o 52s+ 54o 42s+
76.5%, 22+ Qx+ J2s+ J4o+ T2s+ T6o+ 92s+ 96o+ 82s+ 86o+ 73s+ 75o+ 63s+ 65o 52s+ 54o 42s+
100.0%, Any two
73.8%, 22+ Qx+ J2s+ J4o+ T2s+ T6o+ 92s+ 96o+ 84s+ 86o+ 73s+ 76o 63s+ 65o 52s+ 43s
100.0%, Any two
75.0%, 22+ Qx+ J2s+ J4o+ T2s+ T6o+ 92s+ 96o+ 83s+ 86o+ 73s+ 75o+ 63s+ 65o 52s+ 43s
100.0%, Any two
100.0%, Any two
76.5%, 22+ Qx+ J2s+ J4o+ T2s+ T6o+ 92s+ 96o+ 82s+ 86o+ 73s+ 75o+ 63s+ 65o 52s+ 54o 42s+
100.0%, Any two
71.9%, 22+ Qx+ J2s+ J4o+ T2s+ T6o+ 93s+ 96o+ 84s+ 86o+ 74s+ 76o 63s+ 53s+ 43s
100.0%, Any two
67.1%, 22+ Kx+ Q2s+ Q3o+ J2s+ J5o+ T2s+ T6o+ 94s+ 97o+ 84s+ 87o 74s+ 76o 64s+ 54s
91.0%, 22+ Tx+ 92s+ 93o+ 82s+ 84o+ 72s+ 74o+ 62s+ 64o+ 52s+ 53o+ 42s+ 43o 32s
59.6%, 22+ Kx+ Q2s+ Q4o+ J2s+ J7o+ T5s+ T7o+ 95s+ 97o+ 86s+ 87o 76s 65s
100.0%, Any two
100.0%, Any two
100.0%, Any two
91.0%, 22+ Tx+ 92s+ 94o+ 82s+ 84o+ 72s+ 74o+ 62s+ 63o+ 52s+ 53o+ 42s+ 43o 32s
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
91.0%, 22+ Tx+ 92s+ 94o+ 82s+ 84o+ 72s+ 74o+ 62s+ 63o+ 52s+ 53o+ 42s+ 43o 32s
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
87.3%, 22+ Tx+ 92s+ 95o+ 82s+ 84o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 42s+ 32s
87.3%, 22+ Tx+ 92s+ 94o+ 82s+ 85o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 42s+ 32s
87.3%, 22+ Tx+ 92s+ 95o+ 82s+ 84o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 42s+ 32s
72.2%, 22+ Qx+ J2s+ J3o+ T2s+ T6o+ 93s+ 96o+ 84s+ 86o+ 74s+ 76o 64s+ 53s+
100.0%, Any two
100.0%, Any two
87.3%, 22+ Tx+ 92s+ 95o+ 82s+ 84o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 42s+ 32s
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
87.3%, 22+ Tx+ 92s+ 95o+ 82s+ 84o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 42s+ 32s
86.4%, 22+ Tx+ 92s+ 95o+ 82s+ 85o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 42s+ 32s
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
86.4%, 22+ Tx+ 92s+ 95o+ 82s+ 85o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 42s+ 32s
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
44.5%, 22+ Ax K2s+ K6o+ Q3s+ Q8o+ J6s+ J8o+ T6s+ T9o 96s+ 86s+ 76s
44.5%, 22+ Ax K2s+ K6o+ Q3s+ Q8o+ J6s+ J8o+ T6s+ T9o 96s+ 86s+ 76s
48.4%, 22+ Ax K2s+ K4o+ Q3s+ Q8o+ J5s+ J8o+ T6s+ T8o+ 96s+ 98o 86s+ 76s
42.6%, 22+ Ax K2s+ K6o+ Q4s+ Q8o+ J7s+ J9o+ T7s+ T9o 97s+ 86s+ 76s 65s
64.1%, 22+ Kx+ Q2s+ Q4o+ J2s+ J7o+ T2s+ T7o+ 95s+ 97o+ 84s+ 87o 74s+ 76o 63s+ 53s+ 43s
100.0%, Any two
48.4%, 22+ Ax K2s+ K4o+ Q3s+ Q8o+ J5s+ J8o+ T6s+ T8o+ 96s+ 98o 86s+ 76s
48.4%, 22+ Ax K2s+ K4o+ Q3s+ Q8o+ J5s+ J8o+ T6s+ T8o+ 96s+ 98o 86s+ 76s
48.4%, 22+ Ax K2s+ K4o+ Q3s+ Q8o+ J5s+ J8o+ T6s+ T8o+ 96s+ 98o 86s+ 76s
48.4%, 22+ Ax K2s+ K4o+ Q3s+ Q8o+ J5s+ J8o+ T6s+ T8o+ 96s+ 98o 86s+ 76s
48.4%, 22+ Ax K2s+ K4o+ Q3s+ Q8o+ J5s+ J8o+ T6s+ T8o+ 96s+ 98o 86s+ 76s
65.3%, 22+ Kx+ Q2s+ Q4o+ J2s+ J7o+ T2s+ T7o+ 94s+ 97o+ 84s+ 86o+ 74s+ 76o 63s+ 53s+ 43s
100.0%, Any two
54.4%, 22+ Kx+ Q2s+ Q5o+ J4s+ J7o+ T6s+ T8o+ 96s+ 98o 86s+ 76s
54.4%, 22+ Kx+ Q2s+ Q5o+ J4s+ J7o+ T6s+ T8o+ 96s+ 98o 86s+ 76s
54.4%, 22+ Kx+ Q2s+ Q5o+ J4s+ J7o+ T6s+ T8o+ 96s+ 98o 86s+ 76s
89.4%, 22+ 9x+ 82s+ 84o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 43s
100.0%, Any two
89.4%, 22+ 9x+ 82s+ 84o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 43s
89.4%, 22+ 9x+ 82s+ 84o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 43s
2000
76.5%, 22+ Qx+ J2s+ J4o+ T2s+ T6o+ 92s+ 96o+ 82s+ 86o+ 73s+ 75o+ 63s+ 65o 52s+ 54o 42s+
76.5%, 22+ Qx+ J2s+ J4o+ T2s+ T6o+ 92s+ 96o+ 82s+ 86o+ 73s+ 75o+ 63s+ 65o 52s+ 54o 42s+
100.0%, Any two
73.8%, 22+ Qx+ J2s+ J4o+ T2s+ T6o+ 92s+ 96o+ 84s+ 86o+ 73s+ 76o 63s+ 65o 52s+ 43s
100.0%, Any two
75.0%, 22+ Qx+ J2s+ J4o+ T2s+ T6o+ 92s+ 96o+ 83s+ 86o+ 73s+ 75o+ 63s+ 65o 52s+ 43s
100.0%, Any two
100.0%, Any two
76.5%, 22+ Qx+ J2s+ J4o+ T2s+ T6o+ 92s+ 96o+ 82s+ 86o+ 73s+ 75o+ 63s+ 65o 52s+ 54o 42s+
100.0%, Any two
100.0%, Any two
71.9%, 22+ Qx+ J2s+ J4o+ T2s+ T6o+ 93s+ 96o+ 84s+ 86o+ 74s+ 76o 63s+ 53s+ 43s
100.0%, Any two
67.1%, 22+ Kx+ Q2s+ Q3o+ J2s+ J5o+ T2s+ T6o+ 94s+ 97o+ 84s+ 87o 74s+ 76o 64s+ 54s
91.0%, 22+ Tx+ 92s+ 93o+ 82s+ 84o+ 72s+ 74o+ 62s+ 64o+ 52s+ 53o+ 42s+ 43o 32s
59.6%, 22+ Kx+ Q2s+ Q4o+ J2s+ J7o+ T5s+ T7o+ 95s+ 97o+ 86s+ 87o 76s 65s
100.0%, Any two
100.0%, Any two
100.0%, Any two
91.0%, 22+ Tx+ 92s+ 94o+ 82s+ 84o+ 72s+ 74o+ 62s+ 63o+ 52s+ 53o+ 42s+ 43o 32s
91.0%, 22+ Tx+ 92s+ 94o+ 82s+ 84o+ 72s+ 74o+ 62s+ 63o+ 52s+ 53o+ 42s+ 43o 32s
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
91.0%, 22+ Tx+ 92s+ 94o+ 82s+ 84o+ 72s+ 74o+ 62s+ 63o+ 52s+ 53o+ 42s+ 43o 32s
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
87.3%, 22+ Tx+ 92s+ 95o+ 82s+ 84o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 42s+ 32s
87.3%, 22+ Tx+ 92s+ 94o+ 82s+ 85o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 42s+ 32s
87.3%, 22+ Tx+ 92s+ 95o+ 82s+ 84o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 42s+ 32s
72.2%, 22+ Qx+ J2s+ J3o+ T2s+ T6o+ 93s+ 96o+ 84s+ 86o+ 74s+ 76o 64s+ 53s+
100.0%, Any two
100.0%, Any two
87.3%, 22+ Tx+ 92s+ 95o+ 82s+ 84o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 42s+ 32s
87.3%, 22+ Tx+ 92s+ 95o+ 82s+ 84o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 42s+ 32s
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
87.3%, 22+ Tx+ 92s+ 95o+ 82s+ 84o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 42s+ 32s
86.4%, 22+ Tx+ 92s+ 95o+ 82s+ 85o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 42s+ 32s
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
86.4%, 22+ Tx+ 92s+ 95o+ 82s+ 85o+ 72s+ 74o+ 62s+ 64o+ 52s+ 54o 42s+ 32s
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
100.0%, Any two
